index,CHECK,reference,title,year,citation,study_type,common_name,order,family,genus,species,subspecies,lifestage,count_target_average,count_target_min,count_target_max,count_flock_average,count_flock_min,count_flock_max,latitude_avg,longitude_avg,location_1,latitude_1,longitude_1,location_2,latitude_2,longitude_2,location_3,latitude_3,longitude_3,location_4,latitude_4,longitude_4,location_5,latitude_5,longitude_5,date_1,date_2,date_3,date_4,date_5,date_6,temperature_min_study,temperature_max_study,temperature_binary_study,wind_speed_min_study,wind_speed_max_study,wind_speed_binary_study,wind_direction_d,relative_wind_direction_ms,wind_direction_binary,drone,drone_type,drone_shape,drone_size_mm,drone_noise_db,db_distance_m,drone_noise_dba,dba_distance_m,drone_colour,approach_type,altitude_max,altitude_min,distance_max,distance_min,min_approach_speed_m_s,max_approach_speed_m_s,approach_speed_b,approaches_study,approaches_species_drone_lifestage_approachtype,approach_description,response_measure_1,response_measure_2,response_measure_description,result_description,minimum_successful_approach_m,maximum_unsuccessful_approach_m,html
136,,"Valle, R. G. and F. Scarton (2020). ""Feasibility of counting breeding Pied Avocets and Black-winged Stilts using drones.""",Feasibility of counting breeding Pied Avocets and Black-winged Stilts using drones.,2020,"Valle, R. G. and F. Scarton (2020)",,pied avocet,Charadriiformes,Recurvirostridae,Recurvirostra,avosetta,-,adult breeding,,,,,,,45.438333,12.335,,,,,,,,45.438333,12.335,,,,,,,,,,,,,,,,,,,,,,dji mavic pro,,quadcopter,335,-,,,,grey,,,,,,,,,,,"Launch at least 150m away, approached the flock at 70m altitude then lowered using lawn mower pattern to 30m. Finally lowered to 10-20m using the lawn mower flight pattern, then approached the flock either directly, or in lawnmower pattern.",,,,FID=62+-33m (n=38). No difference between lawn mower or direct approach. Increased with colony size. Presence of Oystercatcher significantly increase FID.,FID=62m (n=38),,"<tr><td>pied avocet</td><td><em>Recurvirostra avosetta</em></td><td>adult breeding</td><td>dji mavic pro</td><td>Launch at least 150m away, approached the flock at 70m altitude then lowered using lawn mower pattern to 30m. Finally lowered to 10-20m using the lawn mower flight pattern, then approached the flock either directly, or in lawnmower pattern.</td><td></td><td>FID=62+-33m (n=38). No difference between lawn mower or direct approach. Increased with colony size. Presence of Oystercatcher significantly increase FID.</td><td>Valle, R. G. and F. Scarton (2020) <span class=endnote>Valle, R. G. and F. Scarton (2020). ""Feasibility of counting breeding Pied Avocets and Black-winged Stilts using drones.""</span></td></tr>"
137,,"Valle, R. G. and F. Scarton (2020). ""Drones improve effectiveness and reduce disturbance of censusing Common Redshanks Tringa totanus breeding on salt marshes."" Ardea 107(3): 275-282.",Drones improve effectiveness and reduce disturbance of censusing Common Redshanks Tringa totanus breeding on salt marshes.,2020,"Valle, R. G. and F. Scarton (2020)",,common redshank,Charadriiformes,Scolopacidae,Tringa,totanus,-,adult breeding,,,,,,,45.438333,12.335,,,,,,,,45.438333,12.335,,,,,,,,,,,,,,,,,,,,,,dji mavic pro,,quadcopter,335,70dBA,,,,grey,,,,,,,,,,,Overflights at 10m and 4.16m/s,Observation through drone camera,,,Birds often flushed.,10m overflights not appropriate.,,"<tr><td>common redshank</td><td><em>Tringa totanus</em></td><td>adult breeding</td><td>dji mavic pro</td><td>Overflights at 10m and 4.16m/s</td><td>Observation through drone camera</td><td>Birds often flushed.</td><td>Valle, R. G. and F. Scarton (2020) <span class=endnote>Valle, R. G. and F. Scarton (2020). ""Drones improve effectiveness and reduce disturbance of censusing Common Redshanks Tringa totanus breeding on salt marshes."" Ardea 107(3): 275-282.</span></td></tr>"
138,,"Scholten, B. D., et al. (2020). ""Short-term exposure to unmanned aerial vehicles does not alter stress responses in breeding tree swallows."" Conservation Physiology 8(1): coaa080.",Short-term exposure to unmanned aerial vehicles does not alter stress responses in breeding tree swallows.,2020,"Scholten, B. D., et al. (2020)",,tree swallow,Passeriformes,Hirundinidae,Tachycineta,bicolor,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji inspire 1,,quadcopter,581,-,,,,white/black,,,,,,,,,,,,,,,,,,"<tr><td>tree swallow</td><td><em>Tachycineta bicolor</em></td><td></td><td>dji inspire 1</td><td></td><td></td><td></td><td>Scholten, B. D., et al. (2020) <span class=endnote>Scholten, B. D., et al. (2020). ""Short-term exposure to unmanned aerial vehicles does not alter stress responses in breeding tree swallows."" Conservation Physiology 8(1): coaa080.</span></td></tr>"
139,,"Scarton, F. and R. Valle (2020). ""Drone assessment of habitat selection and breeding success of Gull-billed Tern Gelochelidon nilotica nesting on low-accessibility sites: a case study."" Rivista Italiana di Ornitologia 90(2).",Drone assessment of habitat selection and breeding success of Gull-billed Tern Gelochelidon nilotica nesting on low-accessibility sites: a case study.,2020,"Scarton, F. and R. Valle (2020)",,gull-billed tern,Charadriiformes,Laridae,Gelochelidon,nilotica,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji mavic pro,,quadcopter,335,70dBA,,,,grey,,,,,,,,,,,,,,,,,,"<tr><td>gull-billed tern</td><td><em>Gelochelidon nilotica</em></td><td></td><td>dji mavic pro</td><td></td><td></td><td></td><td>Scarton, F. and R. Valle (2020) <span class=endnote>Scarton, F. and R. Valle (2020). ""Drone assessment of habitat selection and breeding success of Gull-billed Tern Gelochelidon nilotica nesting on low-accessibility sites: a case study."" Rivista Italiana di Ornitologia 90(2).</span></td></tr>"
140,,"Scarton, F. and R. Valle (2020). ""Could we assess the hatching success of Pied Avocets (Recurvirostra avosetta Linnaeus, 1758) by drone monitoring? A pilot study."" Lavori–Società veneziana Scienze Naturali 45: 139-142.","Could we assess the hatching success of Pied Avocets (Recurvirostra avosetta Linnaeus, 1758) by drone monitoring? A pilot study.",2020,"Scarton, F. and R. Valle (2020)",,pied avocet,Charadriiformes,Recurvirostridae,Recurvirostra,avosetta,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji mavic pro,,quadcopter,335,-,,,,grey,,,,,,,,,,,,,,,,,,"<tr><td>pied avocet</td><td><em>Recurvirostra avosetta</em></td><td></td><td>dji mavic pro</td><td></td><td></td><td></td><td>Scarton, F. and R. Valle (2020) <span class=endnote>Scarton, F. and R. Valle (2020). ""Could we assess the hatching success of Pied Avocets (Recurvirostra avosetta Linnaeus, 1758) by drone monitoring? A pilot study."" Lavori–Società veneziana Scienze Naturali 45: 139-142.</span></td></tr>"
141,,"Santangeli, A., et al. (2020). ""Integrating drone-borne thermal imaging with artificial intelligence to locate bird nests on agricultural land."" Scientific reports 10(1): 1-8.",Integrating drone-borne thermal imaging with artificial intelligence to locate bird nests on agricultural land.,2020,"Santangeli, A., et al. (2020)",,noethern lapwing,Charadriiformes,Charadriidae,Vanellus,vanellus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 3 advanced ,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>noethern lapwing</td><td><em>Vanellus vanellus</em></td><td></td><td>dji phantom 3 advanced </td><td></td><td></td><td></td><td>Santangeli, A., et al. (2020) <span class=endnote>Santangeli, A., et al. (2020). ""Integrating drone-borne thermal imaging with artificial intelligence to locate bird nests on agricultural land."" Scientific reports 10(1): 1-8.</span></td></tr>"
142,,"Rischette, A. C., et al. (2020). ""Use of small unmanned aerial systems for sharp-tailed grouse lek surveys."" Wildlife Biology 2020(2).",Use of small unmanned aerial systems for sharp-tailed grouse lek surveys.,2020,"Rischette, A. C., et al. (2020)",,sharp-tailed grouse,Galliformes,Phasianidae,Tympanuchus,phasianellus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 4,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>sharp-tailed grouse</td><td><em>Tympanuchus phasianellus</em></td><td></td><td>dji phantom 4</td><td></td><td></td><td></td><td>Rischette, A. C., et al. (2020) <span class=endnote>Rischette, A. C., et al. (2020). ""Use of small unmanned aerial systems for sharp-tailed grouse lek surveys."" Wildlife Biology 2020(2).</span></td></tr>"
143,,"Parker, G. and K. Rexer-Huber (2020). ""Drone-based Salvin’s albatross population assessment: feasibility at the Bounty Islands.""",Drone-based Salvin’s albatross population assessment: feasibility at the Bounty Islands.,2020,"Parker, G. and K. Rexer-Huber (2020)",,salvin’s albatross,Procellariiformes,Diomedeidae,Thalassarche,salvini,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji mavic 2 pro,,quadcopter,354,-,,,,grey,,,,,,,,,,,,,,,,,,"<tr><td>salvin’s albatross</td><td><em>Thalassarche salvini</em></td><td></td><td>dji mavic 2 pro</td><td></td><td></td><td></td><td>Parker, G. and K. Rexer-Huber (2020) <span class=endnote>Parker, G. and K. Rexer-Huber (2020). ""Drone-based Salvin’s albatross population assessment: feasibility at the Bounty Islands.""</span></td></tr>"
144,,"Oosthuizen, W. C., et al. (2020). ""Unmanned aerial vehicle (UAV) survey of the Antarctic shag (Leucocarbo bransfieldensis) breeding colony at Harmony Point, Nelson Island, South Shetland Islands."" Polar Biology 43(2): 187-191.","Unmanned aerial vehicle (UAV) survey of the Antarctic shag (Leucocarbo bransfieldensis) breeding colony at Harmony Point, Nelson Island, South Shetland Islands.",2020,"Oosthuizen, W. C., et al. (2020)",,antarctic shag,Suliformes,Phalacrocoracidae,Leucocarbo,bransfieldensis,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 4 advanced,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>antarctic shag</td><td><em>Leucocarbo bransfieldensis</em></td><td></td><td>dji phantom 4 advanced</td><td></td><td></td><td></td><td>Oosthuizen, W. C., et al. (2020) <span class=endnote>Oosthuizen, W. C., et al. (2020). ""Unmanned aerial vehicle (UAV) survey of the Antarctic shag (Leucocarbo bransfieldensis) breeding colony at Harmony Point, Nelson Island, South Shetland Islands."" Polar Biology 43(2): 187-191.</span></td></tr>"
145,,"Mapes, K. L., et al. (2020). ""Thermal Imaging of Beach-Nesting Bird Habitat with Unmanned Aerial Vehicles: Considerations for Reducing Disturbance and Enhanced Image Accuracy."" Drones 4(2): 12.",Thermal Imaging of Beach-Nesting Bird Habitat with Unmanned Aerial Vehicles: Considerations for Reducing Disturbance and Enhanced Image Accuracy.,2020,"Mapes, K. L., et al. (2020)",,least tern,Charadriiformes,Laridae,Sternula,antillarum,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensefly ebee plus,,fixed wing,1160,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>least tern</td><td><em>Sternula antillarum</em></td><td></td><td>sensefly ebee plus</td><td></td><td></td><td></td><td>Mapes, K. L., et al. (2020) <span class=endnote>Mapes, K. L., et al. (2020). ""Thermal Imaging of Beach-Nesting Bird Habitat with Unmanned Aerial Vehicles: Considerations for Reducing Disturbance and Enhanced Image Accuracy."" Drones 4(2): 12.</span></td></tr>"
146,,"Mapes, K. L., et al. (2020). ""Thermal Imaging of Beach-Nesting Bird Habitat with Unmanned Aerial Vehicles: Considerations for Reducing Disturbance and Enhanced Image Accuracy."" Drones 4(2): 12.",Thermal Imaging of Beach-Nesting Bird Habitat with Unmanned Aerial Vehicles: Considerations for Reducing Disturbance and Enhanced Image Accuracy.,2020,"Mapes, K. L., et al. (2020)",,least tern,Charadriiformes,Laridae,Sternula,antillarum,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensefly ebee plus,,fixed wing,1160,-,,,,black/blue,,,,,,,,,,,,,,,,,,"<tr><td>least tern</td><td><em>Sternula antillarum</em></td><td></td><td>sensefly ebee plus</td><td></td><td></td><td></td><td>Mapes, K. L., et al. (2020) <span class=endnote>Mapes, K. L., et al. (2020). ""Thermal Imaging of Beach-Nesting Bird Habitat with Unmanned Aerial Vehicles: Considerations for Reducing Disturbance and Enhanced Image Accuracy."" Drones 4(2): 12.</span></td></tr>"
147,,"Mapes, K. L., et al. (2020). ""Thermal Imaging of Beach-Nesting Bird Habitat with Unmanned Aerial Vehicles: Considerations for Reducing Disturbance and Enhanced Image Accuracy."" Drones 4(2): 12.",Thermal Imaging of Beach-Nesting Bird Habitat with Unmanned Aerial Vehicles: Considerations for Reducing Disturbance and Enhanced Image Accuracy.,2020,"Mapes, K. L., et al. (2020)",,least tern,Charadriiformes,Laridae,Sternula,antillarum,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,sensefly ebee plus,,fixed wing,1160,-,,,,blue,,,,,,,,,,,,,,,,,,"<tr><td>least tern</td><td><em>Sternula antillarum</em></td><td></td><td>sensefly ebee plus</td><td></td><td></td><td></td><td>Mapes, K. L., et al. (2020) <span class=endnote>Mapes, K. L., et al. (2020). ""Thermal Imaging of Beach-Nesting Bird Habitat with Unmanned Aerial Vehicles: Considerations for Reducing Disturbance and Enhanced Image Accuracy."" Drones 4(2): 12.</span></td></tr>"
148,,"Lachman, D., et al. (2020). ""Drones provide a better method to find nests and estimate nest survival for colonial waterbirds: a demonstration with Western Grebes."" Wetlands ecology and management 28(5): 837-845.",Drones provide a better method to find nests and estimate nest survival for colonial waterbirds: a demonstration with Western Grebes.,2020,"Lachman, D., et al. (2020)",,western grebe,Podicipediformes,Podicipedidae,Aechmophorus,occidentalis,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3dr solo,,quadcopter,460,-,,,,black,,,,,,,,,,,,,,,,,,"<tr><td>western grebe</td><td><em>Aechmophorus occidentalis</em></td><td></td><td>3dr solo</td><td></td><td></td><td></td><td>Lachman, D., et al. (2020) <span class=endnote>Lachman, D., et al. (2020). ""Drones provide a better method to find nests and estimate nest survival for colonial waterbirds: a demonstration with Western Grebes."" Wetlands ecology and management 28(5): 837-845.</span></td></tr>"
149,,"Kellenberger, B., et al. (2020). ""Efficient high-density bird colony censuses using drones and convolutional neural networks.""",Efficient high-density bird colony censuses using drones and convolutional neural networks.,2020,"Kellenberger, B., et al. (2020)",,african royal tern,Charadriiformes,Laridae,Thalasseus,maximus,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 4,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>african royal tern</td><td><em>Thalasseus maximus</em></td><td></td><td>dji phantom 4</td><td></td><td></td><td></td><td>Kellenberger, B., et al. (2020) <span class=endnote>Kellenberger, B., et al. (2020). ""Efficient high-density bird colony censuses using drones and convolutional neural networks.""</span></td></tr>"
150,,"Kellenberger, B., et al. (2020). ""Efficient high-density bird colony censuses using drones and convolutional neural networks.""",Efficient high-density bird colony censuses using drones and convolutional neural networks.,2020,"Kellenberger, B., et al. (2020)",,caspian tern,Charadriiformes,Laridae,Hydroprogne,caspia,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 4,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>caspian tern</td><td><em>Hydroprogne caspia</em></td><td></td><td>dji phantom 4</td><td></td><td></td><td></td><td>Kellenberger, B., et al. (2020) <span class=endnote>Kellenberger, B., et al. (2020). ""Efficient high-density bird colony censuses using drones and convolutional neural networks.""</span></td></tr>"
151,,"Kellenberger, B., et al. (2020). ""Efficient high-density bird colony censuses using drones and convolutional neural networks.""",Efficient high-density bird colony censuses using drones and convolutional neural networks.,2020,"Kellenberger, B., et al. (2020)",,slender-billed gull,Charadriiformes,Laridae,Chroicocephalus,genei,-,,,,,,,,#DIV/0!,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dji phantom 4,,quadcopter,350,-,,,,white,,,,,,,,,,,,,,,,,,"<tr><td>slender-billed gull</td><td><em>Chroicocephalus genei</em></td><td></td><td>dji phantom 4</td><td></td><td></td><td></td><td>Kellenberger, B., et al. (2020) <span class=endnote>Kellenberger, B., et al. (2020). ""Efficient high-density bird colony censuses using drones and convolutional neural networks.""</span></td></tr>"
